T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641512163.340212433s,1641512163.341539954s,1641512163.341858192s,1641512163.340810832s,0.001328s,-0.001047s,0.000140s,0.001187s
1641512163.341099381s,1641512163.342445549s,1641512163.342629676s,1641512163.341478869s,0.001346s,-0.001151s,0.000098s,0.001249s
1641512163.341733822s,1641512163.343093737s,1641512163.343237513s,1641512163.342125654s,0.001360s,-0.001112s,0.000124s,0.001236s
1641512163.342410557s,1641512163.343757158s,1641512163.343901157s,1641512163.342789888s,0.001347s,-0.001111s,0.000118s,0.001229s
1641512163.343080103s,1641512163.344426242s,1641512163.344565697s,1641512163.343460633s,0.001346s,-0.001105s,0.000121s,0.001226s
1641512163.343745587s,1641512163.345089406s,1641512163.345231806s,1641512163.344044292s,0.001344s,-0.001188s,0.000078s,0.001266s
1641512163.344328361s,1641512163.345672059s,1641512163.345811931s,1641512163.344713474s,0.001344s,-0.001098s,0.000123s,0.001221s
1641512163.345001449s,1641512163.346347576s,1641512163.346486743s,1641512163.345379010s,0.001346s,-0.001108s,0.000119s,0.001227s
1641512163.345663808s,1641512163.347009396s,1641512163.347148979s,1641512163.346044598s,0.001346s,-0.001104s,0.000121s,0.001225s
1641512163.346336063s,1641512163.347684592s,1641512163.347886607s,1641512163.346712895s,0.001348s,-0.001174s,0.000087s,0.001261s
1641512163.347002589s,1641512163.348350861s,1641512163.348549388s,1641512163.347367545s,0.001348s,-0.001182s,0.000083s,0.001265s
1641512163.347654479s,1641512163.349081449s,1641512163.349307655s,1641512163.348239180s,0.001427s,-0.001068s,0.000179s,0.001248s
1641512163.348528093s,1641512163.349877956s,1641512163.350206466s,1641512163.349110450s,0.001350s,-0.001096s,0.000127s,0.001223s
1641512163.349405353s,1641512163.350742656s,1641512163.351078814s,1641512163.349978543s,0.001337s,-0.001100s,0.000118s,0.001219s
1641512163.350178079s,1641512163.351581179s,1641512163.351766746s,1641512163.350689445s,0.001403s,-0.001077s,0.000163s,0.001240s
1641512163.350935752s,1641512163.352317335s,1641512163.352507030s,1641512163.351445399s,0.001382s,-0.001062s,0.000160s,0.001222s
1641512163.351723062s,1641512163.353073203s,1641512163.353367313s,1641512163.352314690s,0.001350s,-0.001053s,0.000149s,0.001201s
1641512163.352592717s,1641512163.353907054s,1641512163.354176141s,1641512163.353072260s,0.001314s,-0.001104s,0.000105s,0.001209s
1641512163.353353568s,1641512163.354700202s,1641512163.354840393s,1641512163.353676805s,0.001347s,-0.001163s,0.000092s,0.001255s
1641512163.353956967s,1641512163.355301383s,1641512163.355441382s,1641512163.354363904s,0.001344s,-0.001077s,0.000134s,0.001211s
1641512163.354639587s,1641512163.355987427s,1641512163.356129410s,1641512163.355012617s,0.001348s,-0.001117s,0.000116s,0.001232s
1641512163.355299707s,1641512163.356643135s,1641512163.356793662s,1641512163.355709560s,0.001343s,-0.001084s,0.000130s,0.001214s
1641512163.355992743s,1641512163.357337339s,1641512163.357478459s,1641512163.356360043s,0.001344s,-0.001118s,0.000113s,0.001231s
1641512163.356678801s,1641512163.358027736s,1641512163.358166551s,1641512163.357060372s,0.001349s,-0.001106s,0.000121s,0.001227s
1641512163.357358087s,1641512163.358702292s,1641512163.358847315s,1641512163.357695959s,0.001344s,-0.001151s,0.000096s,0.001248s
1641512163.357972164s,1641512163.359320625s,1641512163.359459344s,1641512163.358364412s,0.001348s,-0.001095s,0.000127s,0.001222s
1641512163.358584417s,1641512163.359933709s,1641512163.360073325s,1641512163.358930415s,0.001349s,-0.001143s,0.000103s,0.001246s
1641512163.359149587s,1641512163.360415595s,1641512163.360610890s,1641512163.359459021s,0.001266s,-0.001152s,0.000057s,0.001209s
1641512163.359681630s,1641512163.360951528s,1641512163.361147271s,1641512163.360026221s,0.001270s,-0.001121s,0.000074s,0.001195s
1641512163.360247008s,1641512163.361512421s,1641512163.361707876s,1641512163.360560817s,0.001266s,-0.001147s,0.000059s,0.001206s
1641512163.360800145s,1641512163.362082594s,1641512163.362265121s,1641512163.361104944s,0.001282s,-0.001160s,0.000061s,0.001221s
1641512163.361301303s,1641512163.362584031s,1641512163.362764446s,1641512163.361623810s,0.001283s,-0.001141s,0.000071s,0.001212s
1641512163.361801522s,1641512163.363086556s,1641512163.363266747s,1641512163.362130801s,0.001285s,-0.001136s,0.000075s,0.001210s
1641512163.362421432s,1641512163.363765944s,1641512163.364023159s,1641512163.362873005s,0.001344s,-0.001150s,0.000097s,0.001247s
1641512163.363198638s,1641512163.364547252s,1641512163.364742611s,1641512163.363620054s,0.001348s,-0.001122s,0.000113s,0.001235s
1641512163.363941519s,1641512163.365290256s,1641512163.365430671s,1641512163.364258245s,0.001349s,-0.001172s,0.000088s,0.001261s
1641512163.364577940s,1641512163.365926509s,1641512163.366189867s,1641512163.365046857s,0.001348s,-0.001143s,0.000103s,0.001246s
1641512163.365291863s,1641512163.366569257s,1641512163.366758536s,1641512163.365591661s,0.001277s,-0.001167s,0.000055s,0.001222s
1641512163.365838646s,1641512163.367187910s,1641512163.367327429s,1641512163.366230999s,0.001349s,-0.001096s,0.000126s,0.001223s
1641512163.366477567s,1641512163.367826050s,1641512163.367964737s,1641512163.366798720s,0.001348s,-0.001166s,0.000091s,0.001257s
1641512163.367044403s,1641512163.368391007s,1641512163.368534622s,1641512163.367439412s,0.001347s,-0.001095s,0.000126s,0.001221s
1641512163.367732596s,1641512163.369076315s,1641512163.369220666s,1641512163.368031405s,0.001344s,-0.001189s,0.000077s,0.001266s
1641512163.368267244s,1641512163.369616824s,1641512163.369755640s,1641512163.368647357s,0.001349s,-0.001108s,0.000121s,0.001229s
1641512163.368997312s,1641512163.370347828s,1641512163.370486580s,1641512163.369303153s,0.001350s,-0.001183s,0.000084s,0.001267s
1641512163.369836915s,1641512163.371185488s,1641512163.371459854s,1641512163.370282863s,0.001349s,-0.001177s,0.000086s,0.001263s
1641512163.370707612s,1641512163.372056363s,1641512163.372298218s,1641512163.371162102s,0.001349s,-0.001136s,0.000106s,0.001242s
1641512163.371610966s,1641512163.372899942s,1641512163.373174117s,1641512163.372045403s,0.001289s,-0.001129s,0.000080s,0.001209s
1641512163.372590155s,1641512163.373939073s,1641512163.374269311s,1641512163.373150220s,0.001349s,-0.001119s,0.000115s,0.001234s
1641512163.373582105s,1641512163.374929883s,1641512163.375176986s,1641512163.374002948s,0.001348s,-0.001174s,0.000087s,0.001261s
1641512163.374365092s,1641512163.375711927s,1641512163.375854550s,1641512163.374714839s,0.001347s,-0.001140s,0.000104s,0.001243s
1641512163.375126776s,1641512163.376483443s,1641512163.376625810s,1641512163.375501264s,0.001357s,-0.001125s,0.000116s,0.001241s
1641512163.375967368s,1641512163.377315086s,1641512163.377457709s,1641512163.376293313s,0.001348s,-0.001164s,0.000092s,0.001256s
1641512163.376596497s,1641512163.377946283s,1641512163.378224041s,1641512163.377119843s,0.001350s,-0.001104s,0.000123s,0.001227s
1641512163.377467351s,1641512163.378826214s,1641512163.379084229s,1641512163.377980591s,0.001359s,-0.001103s,0.000128s,0.001231s
1641512163.378350496s,1641512163.379694785s,1641512163.379943296s,1641512163.378763734s,0.001344s,-0.001180s,0.000082s,0.001262s
1641512163.379127701s,1641512163.380476317s,1641512163.380731420s,1641512163.379635265s,0.001348s,-0.001096s,0.000126s,0.001222s
1641512163.379999440s,1641512163.381343544s,1641512163.381594231s,1641512163.380418825s,0.001344s,-0.001175s,0.000084s,0.001260s
1641512163.380828469s,1641512163.382172628s,1641512163.382313683s,1641512163.381191134s,0.001344s,-0.001123s,0.000111s,0.001233s
1641512163.381476193s,1641512163.382823440s,1641512163.382962863s,1641512163.381844743s,0.001347s,-0.001118s,0.000115s,0.001233s
1641512163.382224387s,1641512163.383572332s,1641512163.383817451s,1641512163.382633407s,0.001348s,-0.001184s,0.000082s,0.001266s
1641512163.382996957s,1641512163.384341160s,1641512163.384585286s,1641512163.383418477s,0.001344s,-0.001167s,0.000089s,0.001256s
1641512163.383781297s,1641512163.385126691s,1641512163.385268931s,1641512163.384172765s,0.001345s,-0.001096s,0.000125s,0.001221s
1641512163.384539857s,1641512163.385822816s,1641512163.386154910s,1641512163.385059243s,0.001283s,-0.001096s,0.000094s,0.001189s
1641512163.385422793s,1641512163.386767163s,1641512163.387019289s,1641512163.385907492s,0.001344s,-0.001112s,0.000116s,0.001228s
1641512163.386272553s,1641512163.387627702s,1641512163.387768853s,1641512163.386587560s,0.001355s,-0.001181s,0.000087s,0.001268s
1641512163.386946266s,1641512163.388293298s,1641512163.388437777s,1641512163.387256950s,0.001347s,-0.001181s,0.000083s,0.001264s
1641512163.387594718s,1641512163.388938575s,1641512163.389209357s,1641512163.388048270s,0.001344s,-0.001161s,0.000091s,0.001253s
1641512163.388407445s,1641512163.389751722s,1641512163.389947305s,1641512163.388833132s,0.001344s,-0.001114s,0.000115s,0.001229s
1641512163.389098815s,1641512163.390372423s,1641512163.390556934s,1641512163.389459032s,0.001274s,-0.001098s,0.000088s,0.001186s
1641512163.389694402s,1641512163.391041315s,1641512163.391180034s,1641512163.390013368s,0.001347s,-0.001167s,0.000090s,0.001257s
1641512163.390262852s,1641512163.391615168s,1641512163.391754847s,1641512163.390580412s,0.001352s,-0.001174s,0.000089s,0.001263s
1641512163.390782396s,1641512163.392052606s,1641512163.392239709s,1641512163.391108861s,0.001270s,-0.001131s,0.000070s,0.001201s
1641512163.391376888s,1641512163.392720538s,1641512163.392867321s,1641512163.391738303s,0.001343s,-0.001129s,0.000107s,0.001236s
1641512163.391979402s,1641512163.393322071s,1641512163.393461238s,1641512163.392304931s,0.001343s,-0.001156s,0.000093s,0.001249s
1641512163.392557228s,1641512163.393905235s,1641512163.394044627s,1641512163.392881350s,0.001348s,-0.001163s,0.000092s,0.001256s
1641512163.393142971s,1641512163.394490480s,1641512163.394629872s,1641512163.393475530s,0.001348s,-0.001154s,0.000097s,0.001251s
1641512163.393731630s,1641512163.395079309s,1641512163.395223532s,1641512163.394061273s,0.001348s,-0.001162s,0.000093s,0.001255s
1641512163.394321748s,1641512163.395669354s,1641512163.395809065s,1641512163.394651026s,0.001348s,-0.001158s,0.000095s,0.001253s
1641512163.394900511s,1641512163.396192071s,1641512163.396435302s,1641512163.395365417s,0.001292s,-0.001070s,0.000111s,0.001181s
1641512163.395613184s,1641512163.396955747s,1641512163.397107298s,1641512163.396014286s,0.001343s,-0.001093s,0.000125s,0.001218s
1641512163.396284657s,1641512163.397632863s,1641512163.397779006s,1641512163.396647218s,0.001348s,-0.001132s,0.000108s,0.001240s
1641512163.396957641s,1641512163.398307131s,1641512163.398446395s,1641512163.397341973s,0.001349s,-0.001104s,0.000123s,0.001227s
1641512163.397677918s,1641512163.399022551s,1641512163.399165591s,1641512163.398041052s,0.001345s,-0.001125s,0.000110s,0.001235s
1641512163.398331163s,1641512163.399678804s,1641512163.399818323s,1641512163.398686379s,0.001348s,-0.001132s,0.000108s,0.001240s
1641512163.399067482s,1641512163.400416208s,1641512163.400555279s,1641512163.399370613s,0.001349s,-0.001185s,0.000082s,0.001267s
1641512163.399744216s,1641512163.401087628s,1641512163.401230923s,1641512163.400135214s,0.001343s,-0.001096s,0.000124s,0.001219s
1641512163.400508973s,1641512163.401852808s,1641512163.402149318s,1641512163.401048464s,0.001344s,-0.001101s,0.000122s,0.001222s
1641512163.401334565s,1641512163.402678404s,1641512163.402817411s,1641512163.401695979s,0.001344s,-0.001122s,0.000111s,0.001233s
1641512163.401937704s,1641512163.403285664s,1641512163.403425951s,1641512163.402276566s,0.001348s,-0.001149s,0.000099s,0.001249s
1641512163.402546936s,1641512163.403894237s,1641512163.404035996s,1641512163.402939862s,0.001347s,-0.001096s,0.000126s,0.001222s
1641512163.403209556s,1641512163.404562009s,1641512163.404738232s,1641512163.403620711s,0.001353s,-0.001117s,0.000118s,0.001235s
1641512163.403864623s,1641512163.405213846s,1641512163.405354805s,1641512163.404196297s,0.001349s,-0.001158s,0.000095s,0.001254s
1641512163.404512086s,1641512163.405860498s,1641512163.406109105s,1641512163.405007462s,0.001348s,-0.001102s,0.000123s,0.001225s
1641512163.405340178s,1641512163.406689518s,1641512163.406832813s,1641512163.405674925s,0.001349s,-0.001158s,0.000096s,0.001253s
1641512163.405942848s,1641512163.407225451s,1641512163.407487689s,1641512163.406366503s,0.001282s,-0.001121s,0.000081s,0.001202s
1641512163.406551507s,1641512163.407824903s,1641512163.408014214s,1641512163.406901411s,0.001273s,-0.001113s,0.000080s,0.001193s
1641512163.407135583s,1641512163.408493156s,1641512163.408663811s,1641512163.407554343s,0.001358s,-0.001109s,0.000124s,0.001233s
1641512163.407884350s,1641512163.409233952s,1641512163.409378207s,1641512163.408214098s,0.001350s,-0.001164s,0.000093s,0.001257s
1641512163.408575460s,1641512163.409919740s,1641512163.410225498s,1641512163.409081826s,0.001344s,-0.001143s,0.000100s,0.001244s
1641512163.409452720s,1641512163.410797303s,1641512163.410989110s,1641512163.409868354s,0.001345s,-0.001121s,0.000112s,0.001233s
1641512163.410231852s,1641512163.411576595s,1641512163.411716818s,1641512163.410531026s,0.001345s,-0.001186s,0.000080s,0.001265s
1641512163.410891607s,1641512163.412236015s,1641512163.412375470s,1641512163.411210521s,0.001344s,-0.001165s,0.000090s,0.001255s
1641512163.411580789s,1641512163.412928843s,1641512163.413171306s,1641512163.412004028s,0.001348s,-0.001167s,0.000090s,0.001258s
1641512163.412365182s,1641512163.413709031s,1641512163.413957158s,1641512163.412775140s,0.001344s,-0.001182s,0.000081s,0.001263s
1641512163.412957227s,1641512163.414236804s,1641512163.414523939s,1641512163.413386195s,0.001280s,-0.001138s,0.000071s,0.001209s
1641512163.413671410s,1641512163.415018848s,1641512163.415161055s,1641512163.413987459s,0.001347s,-0.001174s,0.000087s,0.001261s
1641512163.414301373s,1641512163.415648989s,1641512163.415791068s,1641512163.414671173s,0.001348s,-0.001120s,0.000114s,0.001234s
1641512163.414970346s,1641512163.416317657s,1641512163.416457752s,1641512163.415314938s,0.001347s,-0.001143s,0.000102s,0.001245s
1641512163.415657550s,1641512163.417001845s,1641512163.417253364s,1641512163.416105320s,0.001344s,-0.001148s,0.000098s,0.001246s
1641512163.416467777s,1641512163.417813169s,1641512163.418055055s,1641512163.416886120s,0.001345s,-0.001169s,0.000088s,0.001257s
1641512163.417226388s,1641512163.418509325s,1641512163.418827051s,1641512163.417662491s,0.001283s,-0.001165s,0.000059s,0.001224s
1641512163.418031667s,1641512163.419375400s,1641512163.419524583s,1641512163.418353289s,0.001344s,-0.001171s,0.000086s,0.001258s
1641512163.418579179s,1641512163.419926853s,1641512163.420068868s,1641512163.418922937s,0.001348s,-0.001146s,0.000101s,0.001247s
1641512163.419147473s,1641512163.420497250s,1641512163.420665729s,1641512163.419551754s,0.001350s,-0.001114s,0.000118s,0.001232s
1641512163.419777332s,1641512163.421125759s,1641512163.421268766s,1641512163.420105933s,0.001348s,-0.001163s,0.000093s,0.001256s
1641512163.420331511s,1641512163.421596636s,1641512163.421812027s,1641512163.420675894s,0.001265s,-0.001136s,0.000064s,0.001201s
1641512163.420900899s,1641512163.422249208s,1641512163.422388984s,1641512163.421226167s,0.001348s,-0.001163s,0.000093s,0.001256s
1641512163.421509090s,1641512163.422866037s,1641512163.423005972s,1641512163.421841962s,0.001357s,-0.001164s,0.000096s,0.001261s
1641512163.422167387s,1641512163.423516274s,1641512163.423655729s,1641512163.422553177s,0.001349s,-0.001103s,0.000123s,0.001226s
1641512163.422890476s,1641512163.424239438s,1641512163.424382189s,1641512163.423258037s,0.001349s,-0.001124s,0.000112s,0.001237s
1641512163.423596326s,1641512163.424943818s,1641512163.425085321s,1641512163.423961021s,0.001348s,-0.001124s,0.000112s,0.001236s
1641512163.424204412s,1641512163.425548550s,1641512163.425689062s,1641512163.424506399s,0.001344s,-0.001183s,0.000081s,0.001263s
1641512163.424784999s,1641512163.426127075s,1641512163.426268834s,1641512163.425189539s,0.001342s,-0.001079s,0.000131s,0.001211s
1641512163.425452306s,1641512163.426799520s,1641512163.426939807s,1641512163.425829918s,0.001347s,-0.001110s,0.000119s,0.001229s
1641512163.426089247s,1641512163.427440764s,1641512163.427581659s,1641512163.426411546s,0.001352s,-0.001170s,0.000091s,0.001261s
1641512163.426710512s,1641512163.428059449s,1641512163.428198360s,1641512163.427018956s,0.001349s,-0.001179s,0.000085s,0.001264s
1641512163.427336151s,1641512163.428624790s,1641512163.428914388s,1641512163.427727514s,0.001289s,-0.001187s,0.000051s,0.001238s
1641512163.428045803s,1641512163.429394737s,1641512163.429535345s,1641512163.428441437s,0.001349s,-0.001094s,0.000128s,0.001221s
1641512163.428828321s,1641512163.430177165s,1641512163.430438444s,1641512163.429299373s,0.001349s,-0.001139s,0.000105s,0.001244s
1641512163.429588807s,1641512163.430931753s,1641512163.431071816s,1641512163.429957982s,0.001343s,-0.001114s,0.000115s,0.001228s
1641512163.430315438s,1641512163.431660613s,1641512163.431908292s,1641512163.430759511s,0.001345s,-0.001149s,0.000098s,0.001247s
1641512163.431052122s,1641512163.432320737s,1641512163.432564608s,1641512163.431410984s,0.001269s,-0.001153s,0.000058s,0.001211s
1641512163.431756096s,1641512163.433108413s,1641512163.433256220s,1641512163.432090427s,0.001352s,-0.001166s,0.000093s,0.001259s
1641512163.432451060s,1641512163.433799833s,1641512163.433939417s,1641512163.432759348s,0.001349s,-0.001180s,0.000084s,0.001264s
1641512163.433055501s,1641512163.434403830s,1641512163.434542389s,1641512163.433353997s,0.001348s,-0.001189s,0.000080s,0.001269s
